63921,28551
19195,6993
34420,5146
11347,58089
44298,56144
14742,46396
12124,30818
23383,36525
26607,16069
46802,62648
62261,56011
2150,44492
37374,58628
54845,23123
42619,65233
50690,20392
42851,36665
32517,23451
51572,34586
17794,38696
29986,39368
30006,11205
36607,37653
33787,1105
13192,39150
39509,3307
64705,45719
45787,39473
53172,15706
45854,23844
17338,19200
62775,46477
4994,34088
10372,45098
29386,19472
30444,7218
16728,1470
10806,56028
44697,58831
5903,50405
10139,24305
20813,58723
11504,55798
56167,44541
42439,20829
25054,53220
19335,63517
42700,18962
7023,47685
4767,54965
15547,785
14512,10934
16300,29682
53715,45161
61117,2771
20544,27654
28083,37705
22308,36810
1079,5261
59853,5603
35230,2980
29236,30682
61288,61390
61798,1740
16035,57721
60925,27923
33589,27339
29164,26418
32319,44629
37190,63404
38846,7364
15354,24128
54806,2492
15568,42454
45672,17102
15457,7223
26755,61017
59391,48149
64368,41078
15909,31419
4656,11318
50452,53178
11635,8201
41005,38723
36117,48299
9813,39147
38279,33309
39708,290
12226,51816
54689,49015
44238,52436
4099,24025
15843,7609
28755,50921
20125,48051
31956,1402
40259,45593
386,13096
4251,38897
40926,28132
10451,14185
34026,16944
52354,60968
34731,5057
51572,34586
13587,8105
64853,40939
18697,4735
62095,59493
34704,23958
11325,61523
22813,65075
7847,50493
33368,30398
19302,204
38333,16851
28293,54043
42397,691
34682,37312
23168,27462
39847,29245
64930,14920
51879,45373
40245,9419
1278,18436
4208,17782
58960,30550
61625,3567
47942,57772
17265,37191
6844,31170
31054,12628
6241,47159
1359,14885
32379,54993
20992,35526
39827,40489
32924,61090
39253,23531
40616,37134
31378,29560
56347,27505
24809,1631
35489,42103
38315,25025
5568,6534
42842,64672
49226,33168
17283,14681
21941,5451
63159,16141
31176,41006
46903,14221
12016,23542
50673,43975
10191,62629
39383,17709
41784,12702
61070,3220
53062,62892
52870,15084
59559,36669
19569,19015
43793,10983
16055,42765
57069,40195
31587,17209
21348,61450
64083,20713
56067,30937
47156,48602
43099,22449
60869,20571
61442,39336
1438,18340
442,26880
60970,4464
9282,55016
55116,21138
45599,65077
57907,40905
4622,63508
44960,47718
49150,54020
23664,37238
19329,42839
20257,49399
54063,24325
4611,49113
31059,8169
20146,64920
47594,1840
14099,25001
38080,59526
16367,46789
38011,3281
61537,4151
52416,134
47446,29180
43793,10983
47069,14067
40751,2821
1574,23180
11604,11770
51243,19521
28351,46805
35837,51987
40907,29409
24934,63180
26291,15433
23223,25357
34605,11843
65433,9935
52676,62314
50459,58481
63001,46415
27060,38746
445,11731
21307,53649
65001,37727
54792,29550
13726,30628
55725,39107
42895,36197
16244,23834
46172,28002
771,32985
1449,51231
27881,12895
55951,12389
8978,62456
9544,29614
6878,22756
12696,24318
48649,30591
7961,36431
11481,25359
5924,20426
51028,34810
20182,28540
52027,43409
9224,366
16077,23267
49993,39359
55253,29291
5591,301
31951,31141
19769,25199
12815,12261
22204,5570
12298,28240
12294,17516
55703,1261
24431,48709
51777,18455
23262,39140
7399,46973
5976,56254
56150,29692
15801,60143
42775,39533
1832,45454
42040,25246
49564,49058
28364,37394
43653,28443
64936,14
42948,60778
15921,11271
28060,60322
35048,29006
38840,65054
51799,11693
60313,62159
701,24275
28780,48562
5734,39884
54131,26121
31589,40699
1261,25347
11630,32884
28805,13595
10340,21770
18754,52200
5074,33208
13525,8043
32577,3351
6265,22959
12190,4516
51986,56312
19115,1729
10510,32532
19763,56009
9890,54088
30089,63231
31015,63421
54305,22007
49233,46119
23028,53146
30788,21994
46626,10952
44649,7135
31789,4931
30826,48560
8322,33320
36699,11953
48109,35331
31989,40587
65131,13953
20010,61808
12489,12095
20849,57159
59624,53582
41043,46825
6249,1503
61261,58211
14216,48366
48344,43326
30676,28794
40255,7509
33538,15528
13481,59167
21278,64804
57233,14183
4415,53589
1181,61875
43306,15472
17619,37737
20638,49828
61857,31607
45900,61074
22170,5088
48747,63105
65511,19069
17162,20816
31299,48921
21208,16190
24100,18122
31297,47127
23011,14777
53984,42406
28217,54127
33897,53727
33257,5983
14073,36911
44236,36882
27077,52315
15373,58915
43895,31181
6582,53852
36785,50567
21645,46755
36341,65419
27451,51601
64360,64462
25324,34866
12609,7959
50815,37525
63203,34489
25492,58938
8074,17872
61361,42375
18872,45086
60447,6197
2265,32527
58570,7696
53785,45391
2100,52698
35339,3105
40429,44035
60500,48378
55583,38197
32477,11763
16065,62615
49524,7962
26282,41456
40899,11417
23627,10081
18412,56626
43993,37391
49801,5119
6950,65420
31588,55306
52859,42705
13067,9505
53799,8381
4889,8783
40145,26791
16248,31198
36279,42509
51293,65395
57516,9458
16884,55194
18568,15854
4393,7071
54206,55492
10118,41964
61019,32177
3303,10109
1291,30497
45733,1851
17932,2898
17342,18628
19377,57735
32221,40179
45071,28133
49950,60708
63347,10761
4432,4694
16151,21101
5213,11123
19392,12166
13338,55648
4249,18383
33931,40609
30237,60211
208,27094
62284,11922
14046,46308
40243,60105
10917,40763
23039,28181
34147,11577
23016,12878
20207,54725
20799,4437
17852,13506
59445,57291
9500,60194
44736,57990
41520,31798
41394,41112
56646,58284
63863,18381
22862,37204
57352,48494
1013,54667
39383,17709
24795,34865
14768,7094
53198,57300
47532,60914
6882,648
10179,46233
54322,43800
56182,40732
34323,49321
34755,38041
45577,35711
39243,21601
5308,54210
6283,12961
34372,17386
11157,21291
8227,19193
1505,19895
33748,64634
20546,41704
16376,45662
53848,50878
23826,28152
60213,13003
10278,15500
29553,16711
57059,44729
16648,44654
4433,62759
16439,4237
26138,19296
64884,23322
6817,46199
26295,44813
42450,13240
20209,58567
34255,12965
63768,3710
35782,43564
16734,55140
10366,37764
18235,1425
60908,41778
10690,9320
61524,41210
9750,39356
4819,57705
25985,41303
57709,63363
64062,30532
5253,39195
59272,44270
35084,65106
55120,6230
37869,16899
3661,4707
30891,13505
51755,11841
12551,26013
1461,50507
65483,21217
28725,34763
49760,40230
34859,3137
1323,22849
21005,39971
21656,12798
10882,3112
37442,1256
5224,25806
37115,8529
32360,3790
24097,57335
30221,24611
18537,30175
16274,10360
26399,17205
15893,32171
34315,2081
28629,43627
29940,64154
45553,47047
48039,37437
48860,28642
12053,32427
59096,37694
20353,60247
55861,20939
19860,4154
18078,55460
4629,29099
19159,50733
19644,27586
60446,58916
59448,1694
21865,53983
63027,46025
4002,44104
17473,25111
60136,4942
1122,62472
38931,53929
57189,49915
5991,10749
8032,18982
2495,16853
33381,62971
34075,42097
29876,12890
30734,32276
37669,65467
39402,59184
13707,16289
54135,461
35560,45902
28185,60751
22872,32190
59776,2630
28464,6454
23282,45528
7400,1358
45222,32012
58758,8684
10341,48123
55391,39285
1647,5445
32945,34439
61699,61145
61623,6413
55828,5306
29718,34748
43997,35571
56226,38984
55914,40880
61509,2779
60449,28151
26357,18571
8722,8952
2556,16898
52861,17811
46848,32710
2313,53887
13080,51326
15519,41141
47467,385
14109,23603
64315,39313
42857,58591
7300,50218
20207,54725
1067,2113
6306,50504
13600,26598
3451,38353
54311,17085
1338,13440
40806,29900
34383,27429
30394,28160
39285,62219
53559,53645
14570,30256
43716,32874
20621,53923
18175,11029
6133,27019
45770,35856
35226,38624
28202,37232
16196,11498
47808,61062
29657,23055
62094,20628
469,7275
11481,25359
7326,61092
40555,22145
11575,36237
15641,35919
41350,15852
36594,34264
56348,61986
27056,2998
35257,63215
6503,3069
62960,54006
44126,53860
4429,42339
24385,27927
34243,12953
40798,54628
49701,7867
