39057,16487
25608,16750
20905,54303
60509,9075
16134,17260
3709,34195
12550,13676
42966,14460
50505,39871
36178,824
57746,60024
58915,37113
60693,7339
40122,54272
19851,30625
28040,45806
5048,64030
31025,14087
42756,1706
36346,4160
22374,44236
56150,29692
58094,32244
30143,36309
28284,7810
457,53311
4626,4856
22334,50244
44849,52487
49238,43260
15487,34965
14937,63631
21609,8671
25622,47036
38512,52086
28693,20395
8895,43733
56380,17218
8100,28746
892,17282
12028,63234
65456,25014
182,10588
12008,38734
44419,857
63440,28886
17387,50177
53554,6168
24684,44466
53458,28344
55681,38231
6761,42975
28767,61813
61615,58501
12670,35972
11280,64022
14943,64373
48549,25147
6011,32721
13587,8105
58129,25319
3476,53306
59134,51716
42457,3087
20037,35035
4055,23341
41287,46301
30008,25502
28599,43021
17259,43905
59326,27844
4908,53106
51286,45308
45927,17917
24654,43092
37517,62627
18822,58860
9260,20594
37734,35020
50996,7386
50739,50121
5062,21036
58738,62552
37436,55618
36763,42737
28785,52807
59382,25500
23131,43441
55855,46597
45101,10051
57513,62239
47738,5312
3315,59273
34007,32813
3890,30232
50435,8921
11317,17355
49216,56326
60530,60248
54941,58291
9864,7150
7200,65254
22635,45185
55100,20034
59737,46991
33268,6042
28218,44416
62655,23765
51344,28310
7961,36431
32692,60762
22156,37842
62217,7295
2485,18763
35993,25551
1501,17651
25570,31624
31557,50651
25459,13833
19116,3826
65251,52921
44501,2155
31872,36166
2426,21440
19583,39061
14667,29793
35166,32612
16979,30953
38960,62006
26170,25984
42558,25412
44495,64165
2618,51584
19498,3952
5080,28734
39167,32021
46080,3270
47444,55802
25459,13833
36209,56135
27789,28323
53806,36148
2221,22467
1734,5420
51440,5622
3926,18428
22239,12277
29576,55534
29323,27809
49324,34034
2622,51012
812,16242
39817,31999
33971,14921
40736,61926
20354,24872
22519,24141
13184,21574
58372,5034
50164,55706
12371,34537
38107,15409
25923,31257
49486,22868
22658,55848
55629,11619
35713,59223
57603,24281
38012,1154
13892,29674
34894,20564
26393,38479
64041,54431
13705,46847
30351,60517
58938,58752
28207,59909
16560,37558
26266,41952
21903,31589
61371,42513
45378,21480
26647,35693
23646,49764
34180,15658
14012,62914
1568,59622
25504,20070
58496,13638
46001,43399
5160,52878
4603,45649
46881,35063
52139,55233
7330,35144
13006,62164
49670,5740
15241,7423
15478,20508
44370,9016
372,24346
48770,41000
47288,44830
7410,62424
16654,22292
45584,40982
9783,38541
53323,7009
40341,1323
58204,3170
36039,43101
28824,52734
54950,41740
61689,27183
35439,63813
22372,54282
21710,46292
29702,18540
7382,40316
42187,26593
20059,23985
46080,3270
24979,17449
31914,30704
33731,37017
226,18568
20551,13277
28022,45340
41623,32237
61267,46569
11160,22782
59317,42827
31811,16665
39692,53330
10363,209
55612,4162
58405,49339
50097,31111
38245,39163
62379,8129
14006,65372
4288,42118
40272,32342
57821,243
16846,53716
2394,7840
40104,44814
46139,49809
33847,38029
21767,35229
57485,41635
6171,51057
33062,1420
43705,34799
37644,51282
33455,22149
12874,21392
27561,28191
35112,54158
21539,57081
31096,46046
18395,57137
41436,49890
7150,50932
53566,56900
29281,37431
26488,16862
37753,58543
25043,16489
56228,27722
44796,30466
39060,43834
3630,18740
41046,2300
841,55743
28013,58243
834,17896
23497,27199
